submission_id,age,attentionCheck,attentionCheckResult,comments,decision1,decision2,education,experiment_duration,experiment_end_time,experiment_start_time,gender,informationSource,itemName,itemNr,languages,probs,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialNR
305,33,,,,30,NA,Graduated College,193044,1738342568498,1738342375454,male,indirect,spaceColony,4,English,,632f09dfbcfe2edefdae1447,679cffdb0edb34ce1af180df,679cfce20e86c200dc4ac757,24939,0
305,33,,,,NA,70,Graduated College,193044,1738342568498,1738342375454,male,indirect,spaceColony,4,English,,632f09dfbcfe2edefdae1447,679cffdb0edb34ce1af180df,679cfce20e86c200dc4ac757,16949,0
304,58,,,,70,NA,Higher degree,166572,1738342512281,1738342345709,female,direct,spaceColony,1,english,,5cf806142780ca001a9d5cee,679cffbd56213ec33631e6c6,679cfce20e86c200dc4ac757,15796,0
304,58,,,,NA,78,Higher degree,166572,1738342512281,1738342345709,female,direct,spaceColony,1,english,,5cf806142780ca001a9d5cee,679cffbd56213ec33631e6c6,679cfce20e86c200dc4ac757,8430,0
306,22,,,,10,NA,Higher degree,229368,1738342622669,1738342393301,female,direct,spaceColony,3,English,,60d075b6af3d46debaf3cfd8,679cffdc88ea6c217acc6499,679cfce20e86c200dc4ac757,9835,0
306,22,,,,NA,60,Higher degree,229368,1738342622669,1738342393301,female,direct,spaceColony,3,English,,60d075b6af3d46debaf3cfd8,679cffdc88ea6c217acc6499,679cfce20e86c200dc4ac757,6544,0
307,35,,,,20,NA,Graduated College,132608,1738342861824,1738342729216,male,direct,spaceColony,3,English,,6663169a78b219802886f482,679d0131039e0cef9c61d4f4,679cfce20e86c200dc4ac757,13344,0
307,35,,,,NA,50,Graduated College,132608,1738342861824,1738342729216,male,direct,spaceColony,3,English,,6663169a78b219802886f482,679d0131039e0cef9c61d4f4,679cfce20e86c200dc4ac757,8270,0
308,36,,,,85,NA,Higher degree,157536,1738342960446,1738342802910,male,indirect,spaceColony,2,English,,67350e87253f396591766cd3,679d01882a0193a6ec546afd,679cfce20e86c200dc4ac757,14024,0
308,36,,,,NA,95,Higher degree,157536,1738342960446,1738342802910,male,indirect,spaceColony,2,English,,67350e87253f396591766cd3,679d01882a0193a6ec546afd,679cfce20e86c200dc4ac757,8561,0
309,23,,,,45,NA,Graduated College,79165,1738342978032,1738342898867,female,direct,spaceColony,1,english,,67411aa0172afbb200bd2c59,679d01e91c039cd3febf7233,679cfce20e86c200dc4ac757,12432,0
309,23,,,,NA,85,Graduated College,79165,1738342978032,1738342898867,female,direct,spaceColony,1,english,,67411aa0172afbb200bd2c59,679d01e91c039cd3febf7233,679cfce20e86c200dc4ac757,2884,0
310,37,,,For the Emperor.,40,NA,Graduated High-school,165299,1738343072121,1738342906822,male,direct,spaceColony,3,English,,651970d4fc43205064c88fa3,679d01f0090ce67c14766bba,679cfce20e86c200dc4ac757,21955,0
310,37,,,For the Emperor.,NA,90,Graduated High-school,165299,1738343072121,1738342906822,male,direct,spaceColony,3,English,,651970d4fc43205064c88fa3,679d01f0090ce67c14766bba,679cfce20e86c200dc4ac757,8859,0
311,47,,,,19,NA,Graduated College,210699,1738343099100,1738342888401,male,indirect,spaceColony,2,english,,66081c4d90b86338ab981204,679d01dc462d7fec5c2fe2e1,679cfce20e86c200dc4ac757,15010,0
311,47,,,,NA,49,Graduated College,210699,1738343099100,1738342888401,male,indirect,spaceColony,2,english,,66081c4d90b86338ab981204,679d01dc462d7fec5c2fe2e1,679cfce20e86c200dc4ac757,12104,0
312,33,,,,76,NA,Higher degree,129968,1738343180573,1738343050605,male,indirect,spaceColony,2,english,,5c465a0126217400018ca7f7,679d0282de3a543841c5343d,679cfce20e86c200dc4ac757,12769,0
312,33,,,,NA,50,Higher degree,129968,1738343180573,1738343050605,male,indirect,spaceColony,2,english,,5c465a0126217400018ca7f7,679d0282de3a543841c5343d,679cfce20e86c200dc4ac757,9867,0
313,68,,,,67,NA,Graduated High-school,440837,1738343187611,1738342746774,female,indirect,spaceColony,2,English,,66050989ad36b4559ef359b6,679d01308743148dbb05c497,679cfce20e86c200dc4ac757,1448,0
313,68,,,,NA,47,Graduated High-school,440837,1738343187611,1738342746774,female,indirect,spaceColony,2,English,,66050989ad36b4559ef359b6,679d01308743148dbb05c497,679cfce20e86c200dc4ac757,1162,0
314,55,,,"Nothing of note, thankyou! :) Looking forward to seeing more on this subject!",90,NA,Graduated College,206541,1738343185434,1738342978893,male,indirect,spaceColony,4,,,66c38e7dbed99d07adee5856,679d023df47850fd84ce040b,679cfce20e86c200dc4ac757,15124,0
314,55,,,"Nothing of note, thankyou! :) Looking forward to seeing more on this subject!",NA,95,Graduated College,206541,1738343185434,1738342978893,male,indirect,spaceColony,4,,,66c38e7dbed99d07adee5856,679d023df47850fd84ce040b,679cfce20e86c200dc4ac757,10687,0
315,20,,,,53,NA,Graduated College,408790,1738343200203,1738342791413,female,indirect,spaceColony,4,ENGLISH,,677b831c2ee9be145093525b,679d009afe1ea613cba2a52c,679cfce20e86c200dc4ac757,15687,0
315,20,,,,NA,61,Graduated College,408790,1738343200203,1738342791413,female,indirect,spaceColony,4,ENGLISH,,677b831c2ee9be145093525b,679d009afe1ea613cba2a52c,679cfce20e86c200dc4ac757,6010,0
316,32,,,,13,NA,Graduated College,199989,1738343205373,1738343005384,female,indirect,spaceColony,4,english,,5d083644613fce001b2a1001,679d020b79ce73e44f32901e,679cfce20e86c200dc4ac757,9036,0
316,32,,,,NA,60,Graduated College,199989,1738343205373,1738343005384,female,indirect,spaceColony,4,english,,5d083644613fce001b2a1001,679d020b79ce73e44f32901e,679cfce20e86c200dc4ac757,20495,0
317,29,,,,64,NA,Graduated High-school,201817,1738343214416,1738343012599,male,indirect,spaceColony,4,English and Spanish,,5b085646c73a220001dfe36f,679d02455cf93b485e10d3e2,679cfce20e86c200dc4ac757,10084,0
