submission_id,age,attentionCheck,attentionCheckResult,comments,decision1,decision2,education,experiment_duration,experiment_end_time,experiment_start_time,gender,informationSource,itemName,itemNr,languages,probs,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialNR
639,19,,,,40,NA,Graduated High-school,261694,1740610782220,1740610520526,male,indirect,,2,English,,66bf59da77f200a4a75a7b62,67bf9bcd592679e5408558c9,67bf8c566bb3f73a9e82acf8,22061,0
639,19,,,,NA,80,Graduated High-school,261694,1740610782220,1740610520526,male,indirect,,2,English,,66bf59da77f200a4a75a7b62,67bf9bcd592679e5408558c9,67bf8c566bb3f73a9e82acf8,7292,0
620,38,,,,19,NA,Higher degree,224472,1740608031109,1740607806637,female,indirect,,2,English ,,5fae8e8b0722ba03b781d40b,67bf911ce0c56a1212a754ec,67bf8c566bb3f73a9e82acf8,13533,0
620,38,,,,NA,50,Higher degree,224472,1740608031109,1740607806637,female,indirect,,2,English ,,5fae8e8b0722ba03b781d40b,67bf911ce0c56a1212a754ec,67bf8c566bb3f73a9e82acf8,11136,0
621,22,,,,25,NA,Graduated College,114852,1740608113206,1740607998354,female,indirect,,2,english,,6503113d1c0f6b67930dfa8d,67bf91eb09cebda2c07ec276,67bf8c566bb3f73a9e82acf8,11417,0
621,22,,,,NA,100,Graduated College,114852,1740608113206,1740607998354,female,indirect,,2,english,,6503113d1c0f6b67930dfa8d,67bf91eb09cebda2c07ec276,67bf8c566bb3f73a9e82acf8,4633,0
627,56,,,,58,NA,Higher degree,189515,1740608577516,1740608388001,female,indirect,,2,,,6711a475aa84adccba0feaa9,67bf937afad9d8505cc18a79,67bf8c566bb3f73a9e82acf8,17368,0
627,56,,,,NA,84,Higher degree,189515,1740608577516,1740608388001,female,indirect,,2,,,6711a475aa84adccba0feaa9,67bf937afad9d8505cc18a79,67bf8c566bb3f73a9e82acf8,11447,0
628,32,,,,60,NA,Higher degree,307646,1740608584371,1740608276725,male,indirect,,2,English,,632b3639f61612815d100608,67bf9301ea1e10a2e7948895,67bf8c566bb3f73a9e82acf8,41842,0
628,32,,,,NA,95,Higher degree,307646,1740608584371,1740608276725,male,indirect,,2,English,,632b3639f61612815d100608,67bf9301ea1e10a2e7948895,67bf8c566bb3f73a9e82acf8,24264,0
622,33,,,,6,NA,,345210,1740608312475,1740607967265,female,indirect,,2,English,,67667c5a2dde32ea7b0b66c7,67bf91d1c2cc31078348475e,67bf8c566bb3f73a9e82acf8,14266,0
622,33,,,,NA,79,,345210,1740608312475,1740607967265,female,indirect,,2,English,,67667c5a2dde32ea7b0b66c7,67bf91d1c2cc31078348475e,67bf8c566bb3f73a9e82acf8,13367,0
