submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,languages,prolific_pid,prolific_session_id,prolific_study_id,decision,responseTimeDecision,trialNR,justification,responseTimeJustifcation,version
4175,40,none,association,Graduated College,173793,1659698580273,1659698406480,male,spaceColony,1,English,5e5521580ee1b951df544c3c,62ecfce3f54e01215d15b3e8,62e8e1ca5c8e225c556e0af8,single,99582,0,Providing we can produce the required amount for our needs there is no need to use resources to cultivate another crop,47692,pilot-1b
4179,50,NA,commonCause,Higher degree,222769,1659698634561,1659698411792,male,spaceColony,1,English,6234b3775193f8e94ee8c626,62ecfce98040abefc6ec5122,62e8e1ca5c8e225c556e0af8,both,56414,0,The plant is vital to survival therefore to give ourselves the best chance of survival we need to grow both types of plant.  We can't be cutting corners or trying to save resources on this particular requirement.,138667,pilot-1b
4185,40,NA,deniedCausation,Graduated College,62581,1659698693502,1659698630921,female,spaceColony,1,English,5be1aac8ca095c0001b9f6e4,62ecfdc27714fba34790ad92,62e8e1ca5c8e225c556e0af8,single,27065,0,If there's no evidence of the additional crop being of benefit then there's no need to expend the resources.,23288,pilot-1b
4215,43,NA,association,Higher degree,106763,1659698748500,1659698641737,female,spaceColony,1,english,59431391f236120001ecf2ca,62ecfdccde5a41d85ad3920d,62e8e1ca5c8e225c556e0af8,both,25977,0,because you get a good yeild of the one you want. It doesnt say the things needed to grow the second herb are in short suppy so why would you not grow both?,53180,pilot-1b
4218,41,NA,deniedCausation,Higher degree,102345,1659698752969,1659698650624,male,spaceColony,1,English,5ecd49233f464e08bf0e4c50,62ecfdd765bc7aef33bfb97b,62e8e1ca5c8e225c556e0af8,single,59432,0,"Given there is no link between the prevalence of the two, it doesn't seem to make sense to waste resources on something that is likely not to work.",26905,pilot-1b
4178,26,NA,association,Graduated High-school,199005,1659698609807,1659698410802,male,spaceColony,1,English,601951245f481e000980504f,62ecfce7ab4843a5fdded912,62e8e1ca5c8e225c556e0af8,single,74936,0,"We just arrived, a practical cultivation is more feasible",87362,pilot-1b
4184,35,NA,commonCause,Graduated High-school,55692,1659698684863,1659698629171,female,spaceColony,1,English,608d0b8564a860a83b865ff2,62ecfdc0796d9b1c29960333,62e8e1ca5c8e225c556e0af8,single,35596,0,As that’s what we need,6988,pilot-1b
4191,53,NA,deniedCausation,Graduated College,294348,1659698702486,1659698408138,male,spaceColony,1,English,56fd111d581aa6000f54d061,62ecfce241589ca925d391f7,62e8e1ca5c8e225c556e0af8,both,85447,0,"The plant is critical to survival and grows sparsely, so although it's costly in terms of resources, i think it's better to play it safe and use the extra resources.",163997,pilot-1b
4200,57,none,intervention,Graduated College,75545,1659698718918,1659698643373,female,spaceColony,1,english,5f61f7f59df6ca1bfe6a8a89,62ecfdcbcdcc26e0c1ec5143,62e8e1ca5c8e225c556e0af8,both,43984,0,both gives you better options,13416,pilot-1b
4216,NA,NA,deniedCausation,NA,107189,1659698747376,1659698640187,NA,spaceColony,1,NA,5dcca657854936945d68eaa9,62ecfdcc25efb24f2066f888,62e8e1ca5c8e225c556e0af8,single,61054,0,It is the main goal - stick to the plan.,13370,pilot-1b
4229,38,NA,association,Graduated College,121427,1659698762686,1659698641259,male,spaceColony,1,english,62c5d1d54710819b63aceb4e,62ecfdcc38324beb65c2c20e,62e8e1ca5c8e225c556e0af8,single,75730,0,due to the cost and resources required for both. I would save the other one for when we were more developed and stable,26625,pilot-1b
4182,27,NA,commonCause,Graduated High-school,253138,1659698666972,1659698413834,female,spaceColony,1,English,5c637726938ac700011f45cf,62ecfce56286639868ead407,62e8e1ca5c8e225c556e0af8,both,204307,0,More chance of survival if we took the chance to get a higher yield,27334,pilot-1b
4192,47,NA,association,Higher degree,73614,1659698702467,1659698628853,female,spaceColony,1,English,5cde8864a147210015aefe63,62ecfdbf8040abefc6ec5132,62e8e1ca5c8e225c556e0af8,both,19052,0,I would need to cultivate both in order for the main one I need to thrive. Without this the main one needed would not grow successfully,32068,pilot-1b
4198,32,NA,deniedCausation,Graduated College,82577,1659698714694,1659698632117,female,spaceColony,1,English,6020329e88ba9160b200b96b,62ecfdc3cbc7654cf02396bd,62e8e1ca5c8e225c556e0af8,single,39482,0,Less time and resources wasted in rather than trying to grow both.,25186,pilot-1b
4199,44,NA,deniedCausation,Higher degree,75122,1659698718033,1659698642911,male,spaceColony,1,English,568aab53316b10000d50d76b,62ecfdcd57072d3abb8d20bc,62e8e1ca5c8e225c556e0af8,both,54996,0,Better  crop chances,9923,pilot-1b
4205,31,NA,association,Graduated College,81991,1659698729736,1659698647745,male,spaceColony,1,NA,5b200bbd325d600001c041c0,62ecfdd50f7f5b5d7c7ac662,62e8e1ca5c8e225c556e0af8,both,47470,0,it is the better long term solution.,18560,pilot-1b
4183,20,NA,deniedCausation,Graduated High-school,48110,1659698678559,1659698630449,male,spaceColony,1,english,5ec875255c6a2700081554ac,62ecfdc2086a37de0f663e04,62e8e1ca5c8e225c556e0af8,single,28227,0,less risky,6421,pilot-1b
4204,42,.,intervention,Graduated College,68911,1659698726440,1659698657529,female,spaceColony,1,English,60ce3f28b9139b735ed9b1a1,62ecfdd56286639868ead421,62e8e1ca5c8e225c556e0af8,both,30663,0,Although the cost may be greater so will the yeald.,21410,pilot-1b
4211,33,No comments.Thank you.,deniedCausation,Higher degree,238788,1659698735676,1659698496888,female,spaceColony,1,English,5f3287b83428cb05746e2214,62ecfcd39beab2800aec5122,62e8e1ca5c8e225c556e0af8,both,121444,0,Because there is no evidence that the presence of radlicorp causes a high yield of Xeliherb,57345,pilot-1b
4249,55,NA,intervention,Graduated High-school,155395,1659698805923,1659698650528,male,spaceColony,1,English,5c195dd90084c50001ed0ce5,62ecfdd0085aebed76c2c208,62e8e1ca5c8e225c556e0af8,both,46595,0,"the benefits of cultivating both exceed the drawbacks, cost is something that can be accounted for initially,",83796,pilot-1b
4186,28,NA,deniedCausation,Graduated High-school,65396,1659698694531,1659698629135,female,spaceColony,1,English,629f2a1ac5333345160b9d0e,62ecfdbe886e28b8027ac662,62e8e1ca5c8e225c556e0af8,single,33946,0,As the alternative option would use too many other resources,15742,pilot-1b
4193,26,NA,intervention,Higher degree,40204,1659698702600,1659698662396,male,spaceColony,1,English,60907d2c5f61cc203cab58e4,62ecfdccf54e01215d15b3f6,62e8e1ca5c8e225c556e0af8,single,12187,0,I think this is by far the superior plant based on the descriptions given,14687,pilot-1b
4201,35,NA,commonCause,Graduated High-school,66683,1659698721395,1659698654712,male,spaceColony,1,NA,5d76ac914c93440001c03fd7,62ecfdc7beb379926480fc23,62e8e1ca5c8e225c556e0af8,single,35866,0,Less energy intensive and more sustainable in the long term.,21941,pilot-1b
4203,30,NA,commonCause,Higher degree,111777,1659698726483,1659698614706,male,spaceColony,1,english,62ce9f115a24ca323371d2dc,62ecfce7b7402681f90d9bb0,62e8e1ca5c8e225c556e0af8,both,32617,0,You need raliphor to be able to cultivate the first seed so they are both important to cultivate to survive on the new planet,51191,pilot-1b
4206,34,NA,association,Graduated College,103013,1659698730855,1659698627842,male,spaceColony,1,English,608d74791c7dbdfe879575d9,62ecfdc01983c05dc5ec513f,62e8e1ca5c8e225c556e0af8,both,32674,0,"Whilst the new plant is an unknown, it may have benefits that the other plant doesn't, so it would make sense to grow it and see what it could be used for.",58806,pilot-1b
4189,27,NA,deniedCausation,Higher degree,47694,1659698700443,1659698652749,male,spaceColony,1,English,62b4907b74e0d9625721daf7,62ecfdd8f7f8daf8b1663df4,62e8e1ca5c8e225c556e0af8,both,16415,0,As it is present when the other crop is present,16347,pilot-1b
4197,22,NA,association,Graduated College,86107,1659698714670,1659698628563,female,spaceColony,1,English,60f54a85caef221f8f00d39c,62ecfdbff36ff37aac245200,62e8e1ca5c8e225c556e0af8,both,21160,0,"If one can only function with the aid of another, longevity wise, the cultivation of both would ensure stable survival.",38101,pilot-1b
4207,34,NA,deniedCausation,Higher degree,98371,1659698731249,1659698632878,male,spaceColony,1,English,60b9f1fe58782eeab6372f1c,62ecfdbd41e3599bfa90ad8f,62e8e1ca5c8e225c556e0af8,both,41046,0,"There is evidence that a higher yield is linked to the other plant being grown, for me the reward is worth the risk.",37543,pilot-1b
4212,66,NA,commonCause,Graduated High-school,88172,1659698741059,1659698652887,female,spaceColony,1,english,5ea159434ac916016387488e,62ecfdd64cc8e6d878960360,62e8e1ca5c8e225c556e0af8,both,29189,0,cultivation would guarantee survival,34046,pilot-1b
4213,23,NA,association,Higher degree,92684,1659698744422,1659698651738,female,spaceColony,1,English,6122f0062f5eeb94ad9b8bd4,62ecfdbf343e5cc83b112aaa,62e8e1ca5c8e225c556e0af8,single,45756,0,We don’t have enough resources to use both,16263,pilot-1b
